45_68_44_ 45_73_44
20_25_17_69_9_21_ 46_25_17_73_9_21
17_6_ 17_6
47_72_42_ 47_76_42
41_40_80_20_ 41_40_134_46
45_67_39_40_ 45_107_39_40
76_ 111
31_78_ 57_117
16_73_ 16_95
78_ 117
36_73_51_ 36_95_51
43_30_29_44_2_9_72_77_4_ 43_30_29_44_35_26_76_0_4
51_65_ 25_65
29_66_ 21_111
30_14_38_60_55_58_47_18_ 70_14_12_60_55_58_47_18
5_68_54_ 5_73_54
79_47_ 118_47
47_76_ 47_111
5_60_48_27_65_11_41_55_ 5_60_48_27_65_11_41_55
47_27_ 73_27
36_66_1_1_ 36_70_21_1
 63
60_1_80_1_5_ 60_134_5
65_74_52_43_16_ 65_52_43_16
51_48_65_8_ 25_48_65_8
17_39_11_ 17_39_111_11
17_22_58_65_10_41_ 17_22_58_65_10_41
78_2_48_2_31_16_26_37_8_ 117_61_48_2_31_0_26_37_8
9_4_41_15_0_63_29_ 9_4_41_15_24_63_29
8_37_65_16_ 8_37_65_16
6_63_54_ 6_70_54
33_14_58_8_0_67_5_ 33_14_58_8_50_107_5
41_24_9_13_20_24_75_30_33_22_ 41_0_9_13_20_24_107_56_59_22
8_ 8_70
71_52_61_57_2_ 75_52_61_57_2
8_47_65_53_ 8_47_65_53
22_24_24_54_63_39_14_30_64_ 22_50_24_54_63_39_14_56_33
69_32_58_30_40_50_77_42_44_ 73_32_58_30_40_50_12_42_44
3_72_35_ 3_76_35
10_67_16_39_ 10_107_16_39
10_75_ 10_107
45_33_ 45_64
33_80_22_32_6_9_14_ 59_134_22_58_11_9_14
75_41_44_33_57_4_ 107_41_44_59_57_4
17_63_57_ 17_63_57
35_ 35
42_20_26_62_50_33_12_ 42_46_26_62_0_33_38
21_53_69_39_ 21_53_73_39
6_65_22_ 6_65_22
55_70_ 55_74
5_64_27_ 5_64_27
32_65_51_7_ 58_65_51_7
41_73_ 41_95
70_ 74
8_1_51_ 8_105_51
13_24_64_27_ 13_50_64_27
74_50_55_64_30_27_70_36_48_39_25_ 0_55_59_30_27_74_36_48_39_25
12_42_75_40_ 12_42_107_40
24_71_ 24_75
21_7_17_26_2_80_4_36_ 21_7_17_26_35_134_4_36
59_73_80_50_56_9_4_35_20_12_ 59_95_1_0_56_26_4_35_46_38
47_2_ 73_2
40_28_62_19_ 40_54_62_19
53_6_57_70_4_40_58_49_ 53_6_57_74_4_40_32_49
45_19_33_22_39_78_2_6_47_3_ 45_19_59_22_39_95_2_6_47_3
16_ 16
16_67_44_ 16_107_44
69_29_ 73_29
19_23_71_19_ 19_23_75_45
75_32_50_61_ 107_32_50_61
73_ 95
12_64_28_ 38_64_28
52_72_43_ 52_76_43
22_ 22
33_10_26_57_60_43_44_ 64_12_26_57_60_43_44
72_ 76
5_51_24_72_51_7_ 5_25_24_76_51_7
54_5_65_34_54_ 28_5_65_34_54
38_44_64_18_39_ 12_44_64_18_39
3_71_61_ 3_75_61
32_23_ 32_70
4_45_37_64_31_23_11_ 4_45_37_64_31_23_11
18_30_73_58_ 18_30_95_32
70_1_13_ 74_1_13
13_12_ 13_105
30_15_23_3_53_65_56_60_57_ 48_15_23_3_53_65_56_60_57
49_50_28_64_16_57_ 49_0_54_64_16_57
23_75_36_ 23_107_36
43_21_67_1_60_ 43_21_107_60
58_36_7_73_39_24_16_ 58_36_7_95_39_24_16
29_80_ 29_134
54_53_69_6_ 54_53_73_6
40_63_33_36_26_8_25_ 40_63_59_36_26_8_25
80_ 134
74_45_59_79_60_58_14_ 38_45_59_118_60_58_14
45_80_ 45_134
35_63_5_ 61_63_5
17_2_66_35_13_ 17_35_70_61_13
72_ 76
70_41_25_50_48_74_10_28_ 74_41_25_50_48_47_10_54
41_42_53_71_13_25_ 41_42_53_75_13_25
70_ 74
17_69_ 17_73
40_65_ 40_65
25_33_ 25_33
80_7_30_59_14_46_29_25_ 134_7_56_59_14_46_29_25
62_21_ 62_21
25_10_64_14_12_49_19_18_18_ 25_10_64_14_12_49_19_1_18
51_76_ 51_111
45_ 117
16_36_70_44_ 16_36_74_44
72_ 76
23_33_27_ 23_64_27
14_9_5_76_16_30_ 14_26_5_111_16_30
23_65_35_ 23_65_35
22_4_72_34_32_64_10_30_8_ 22_4_76_34_32_33_10_56_8
8_3_34_50_14_66_7_ 8_3_34_50_14_70_7
29_37_18_70_36_54_ 29_37_18_74_36_28
1_78_77_ 21_117_0
39_70_ 39_74
8_10_69_13_ 8_10_73_13
49_6_73_10_ 49_6_95_10
72_46_43_ 76_46_43
40_4_1_76_13_47_60_ 40_4_1_111_13_47_60
76_ 111
79_35_17_ 118_35_17
75_22_15_10_6_14_ 107_22_15_10_6_14
11_30_73_34_ 11_30_95_34
23_5_26_63_43_38_2_ 23_5_26_63_43_38_35
81_ 70
72_28_50_53_2_ 76_54_50_53_2
3_79_ 3_118
27_64_39_64_32_41_57_43_ 27_59_39_64_58_41_57_43
14_2_17_70_50_16_ 14_35_17_74_50_16
70_22_ 74_22
1_80_ 134
9_76_37_ 9_111_37
69_ 73
10_60_80_26_ 10_60_134_26
76_ 111
37_65_2_ 37_65_2
7_63_ 7_63
27_41_78_12_ 27_41_117_12
26_65_ 26_65
31_10_76_24_47_ 31_10_111_24_47
 63
23_75_ 23_107
16_78_24_ 16_117
0_ 0
21_66_36_22_ 21_70_36_48
74_41_30_28_58_64_40_30_77_17_ 41_31_28_58_64_40_30_0_17
70_ 74
32_70_ 32_74
80_ 134
63_72_63_ 76
39_80_43_ 39_134_43
20_21_ 20_105
76_39_ 111_39
62_9_ 62_9
14_44_ 14_70
41_44_ 41_44
70_ 74
55_40_71_58_ 55_40_75_58
13_58_78_19_20_8_52_ 13_58_117_19_20_8_52
34_14_39_65_10_12_8_ 34_14_39_65_10_12_8
3_ 3
81_ 70
55_29_62_18_74_32_51_31_58_ 55_29_62_18_21_32_51_31_58
57_63_ 57_63
74_25_7_64_11_40_ 12_25_7_64_11_40
71_52_35_57_2_ 75_52_61_57_2
76_16_ 111_16
15_55_54_9_80_47_ 15_55_54_9_134_47
7_74_77_54_ 7_105_24_54
56_73_18_39_35_6_64_ 56_95_18_39_35_6_33
4_52_2_11_45_8_62_20_ 4_52_35_11_45_8_62_20
28_ 28
6_36_45_64_51_49_29_ 6_36_45_64_25_49_29
42_64_76_58_ 42_33_70_58
0_57_79_20_48_ 0_57_118_46_48
23_63_27_ 23_70_27
49_63_32_35_ 49_63_32_61
43_23_44_60_25_42_70_19_ 43_23_44_60_25_42_74_19
73_58_54_44_17_ 95_58_28_44_17
34_29_74_37_15_27_ 34_29_105_37_15_31
16_71_2_ 16_75_2
51_67_ 51_107
80_40_50_17_26_0_6_ 134_40_50_17_26_24_6
77_31_2_13_70_22_18_27_40_ 24_31_2_13_74_22_18_34_40
31_74_77_43_70_0_27_ 31_21_0_43_74_50_27
23_34_62_10_ 23_34_62_10
39_69_11_ 39_73_11
10_22_76_77_36_17_20_ 10_22_111_24_36_17_20
56_77_58_72_20_37_25_23_8_ 56_24_58_76_20_37_25_23_8
75_ 107
34_72_52_ 34_76_52
54_2_34_75_32_24_ 28_2_34_107_32_50
34_33_10_76_15_39_ 34_33_26_111_15_39
45_61_ 45_73
37_80_30_25_ 37_134_30_51
22_59_ 22_64
30_80_25_6_19_8_59_ 30_134_25_11_19_8_59
21_ 21
33_14_70_49_34_ 33_14_74_49_34
33_52_15_79_42_60_10_ 59_52_15_118_42_60_10
64_56_79_43_26_1_34_ 33_56_118_43_26_1_34
30_3_48_70_13_35_ 30_3_48_74_13_35
69_ 73
31_3_62_53_1_ 31_3_62_53_21
46_ 20
4_0_21_ 4_50_21
42_63_37_ 42_63_37
79_ 118
31_21_ 31_73
41_ 70
0_63_48_ 24_70_48
76_ 111
35_80_ 35_134
24_70_ 24_74
63_8_14_18_17_33_ 63_8_14_18_17_33
55_79_40_42_ 55_118_40_42
1_28_79_24_ 1_28_118_0
31_15_75_60_18_ 31_15_107_60_18
55_78_ 55_117
74_ 105
51_70_0_31_ 25_74_50_31
12_14_75_8_9_ 12_14_107_8_9
30_75_ 56_107
80_1_10_ 134_10
14_78_23_6_42_51_2_ 14_117_23_6_42_25_61
11_13_15_80_25_43_51_ 11_13_15_134_25_43_51
71_ 75
2_0_64_64_28_16_26_ 2_50_59_64_28_16_26
 63
62_57_ 62_31
60_ 60_70
74_31_70_24_2_55_61_45_60_ 21_31_74_24_2_55_61_45_60
80_ 134
 63
61_49_63_5_10_ 61_49_63_5_10
31_20_79_55_ 31_20_118_55
25_66_76_ 25_111
22_60_73_53_ 22_60_95_53
50_22_72_31_60_ 24_22_76_31_60
29_62_49_ 29_62_49
50_39_28_2_2_62_77_60_ 0_39_54_35_2_62_24_60
28_1_10_74_41_ 28_1_10_105_41
7_62_18_ 7_62_18
28_72_ 54_76
33_72_15_ 33_76_15
6_0_76_25_36_ 6_0_111_25_36
28_79_28_ 54_118_28
39_ 39
49_76_8_29_4_29_ 49_111_8_29_4_61
37_73_40_ 37_95_40
28_78_25_ 54_117_51
44_63_55_ 44_70_55
31_79_58_ 31_118_58
6_7_25_20_29_59_63_56_ 6_7_25_46_29_59_63_56
13_54_76_53_57_ 13_54_111_53_31
73_ 95
56_31_10_22_74_3_7_63_58_6_ 56_31_10_22_47_3_7_63_32_6
59_63_ 59_63
78_13_2_ 117_13_2
75_ 107
70_30_ 74_30
4_80_53_ 4_134_53
73_ 95
20_77_37_1_48_ 20_24_37_105_48
14_6_46_ 14_6_46
35_56_73_9_ 2_56_95_9
76_29_3_31_30_45_47_9_55_ 111_29_3_31_30_45_47_9_55
14_32_73_15_ 14_32_95_15
13_64_1_55_ 13_64_55
72_ 76
26_4_44_30_73_7_9_57_ 26_4_44_30_95_7_9_57
18_1_1_ 18_134
35_0_59_ 2_50_59
43_54_5_66_54_48_ 43_28_5_70_54_48
74_2_63_61_57_18_ 12_2_63_61_57_18
1_ 105
43_41_69_74_3_16_19_52_ 43_41_73_12_3_16_19_52
62_40_29_16_31_ 62_25_40_29_16_31
6_65_22_10_23_49_50_52_ 6_65_22_10_23_49_50_52
25_39_23_11_36_63_18_32_10_ 25_39_23_11_36_63_18_32_10
50_57_64_57_ 24_31_64_57
1_71_ 1_75
30_50_78_44_ 30_50_117_44
36_12_71_33_ 36_38_75_33
39_14_70_9_0_ 24_14_74_9_50
37_79_ 37_118
13_24_22_50_75_34_3_45_0_ 13_24_22_50_107_34_3_45_0
39_1_ 39_105
68_ 73
71_30_27_44_ 75_30_27_44
0_5_19_22_5_75_35_ 50_5_19_22_60_107_35
25_63_ 25_63
31_40_27_61_74_1_39_20_ 31_40_27_61_105_21_39_46
47_50_54_47_47_1_ 47_0_54_73_21_1
25_70_77_31_ 25_74_50_31
38_2_17_63_35_53_ 38_61_17_63_35_53
69_51_80_5_ 46_51_134_5
76_ 111
39_23_70_1_ 39_23_74_1
61_65_ 61_65
51_7_62_34_39_ 51_7_62_34_39
32_16_66_76_11_ 32_16_111_11
80_ 134
30_28_20_31_64_6_0_ 30_28_20_31_64_6_24
11_29_74_21_5_ 11_29_105_21_5
75_23_40_10_61_3_ 107_23_40_10_61_3
28_50_72_35_ 28_0_76_35
32_72_ 32_76
72_ 76
41_76_ 41_111
24_44_70_28_54_37_ 24_44_74_28_54_37
78_6_57_5_14_30_40_59_ 117_6_57_5_14_30_40_59
53_12_1_69_11_40_54_ 53_12_29_73_11_40_28
50_5_19_22_60_75_35_ 50_5_19_22_60_107_35
72_14_21_ 76_14_47
17_62_ 17_62
25_55_48_16_76_19_ 51_55_48_16_111_19
35_79_ 35_118
44_49_25_70_11_7_ 44_49_25_74_11_7
78_43_26_59_22_33_ 117_43_26_59_22_33
60_65_58_ 60_65_32
17_78_60_74_34_26_7_43_61_ 17_117_60_38_34_26_7_43_61
72_ 76
48_75_ 48_107
36_3_48_60_65_58_ 36_3_48_60_65_58
5_68_79_61_ 5_47_118_61
71_23_40_34_47_ 75_23_40_16_47
12_71_ 38_75
80_ 134
21_36_45_74_20_ 21_36_45_105_46
32_63_35_ 58_70_61
31_16_78_15_ 31_16_117_15
47_59_ 47_64
64_5_25_ 64_5_25
24_72_ 50_76
33_29_65_34_55_16_42_25_2_5_ 33_29_65_34_55_16_42_51_35_5
29_54_65_61_27_ 29_28_65_35_27
72_ 76
54_45_72_42_ 28_45_76_42
63_18_45_50_19_58_51_ 63_18_45_0_19_58_51
5_79_7_33_ 5_118_7_33
18_2_56_73_60_48_ 18_2_56_95_60_48
67_44_53_14_ 107_44_53_14
78_66_39_ 117_39
42_0_75_20_ 42_0_107_46
41_1_ 41_1
1_2_8_52_9_65_2_1_32_ 35_8_52_9_65_2_1_32
54_29_49_70_24_ 54_29_49_74_50
52_76_7_ 52_111_7
2_70_58_ 2_74_58
25_10_14_12_72_49_19_1_18_ 25_10_14_12_76_49_19_1_18
62_5_26_24_47_41_14_ 62_5_26_24_47_41_14
51_73_40_ 51_95_40
52_66_0_ 52_70_0
25_31_58_16_74_5_17_ 25_31_58_16_105_5_17
74_ 105
33_36_49_ 59_36_49
44_71_53_ 44_75_53
4_23_55_30_62_44_43_36_9_ 4_23_55_30_62_44_43_36_9
31_78_11_ 57_117_11
23_ 23
81_ 63
4_62_58_61_28_45_25_55_22_ 4_62_58_61_54_45_51_55_22
5_49_70_42_55_ 5_57_74_42_55
71_58_17_ 75_58_17
62_40_ 62_40
29_73_20_ 29_95_20
19_3_2_ 19_3_2
36_32_80_2_8_7_ 36_32_134_2_8_7
42_3_70_5_ 42_3_74_5
37_63_ 37_63
73_ 95
80_ 134
76_ 111
7_63_ 7_63
2_36_55_56_78_29_52_ 2_36_55_56_117_29_52
26_7_31_54_51_ 26_107_57_54_51
53_33_ 53_33
56_66_10_ 56_70_10
45_40_42_46_9_1_0_62_5_ 45_40_42_46_26_21_50_62_5
73_17_57_ 95_17_57
70_41_42_53_13_25_ 74_41_42_53_13_25
78_8_38_ 117_8_38
78_ 117
34_33_44_62_28_6_ 34_33_44_62_54_6
72_ 76
71_ 75
17_56_44_45_72_13_9_16_60_ 17_56_44_45_76_13_9_16_60
37_79_ 37_118
55_79_ 55_118
13_1_22_41_76_76_4_5_ 13_1_22_41_111_18_4_5
74_63_2_35_57_18_ 12_63_2_61_57_18
81_ 70
78_24_28_77_37_20_10_41_ 117_28_24_37_46_10_41
33_66_7_8_ 33_70_7_8
48_54_62_26_ 48_54_62_26
53_6_38_62_55_36_51_ 53_6_38_62_55_36_51
61_27_77_78_15_49_ 35_27_117_15_49
71_ 75
17_73_ 17_95
24_28_75_22_ 50_28_107_22
51_70_ 25_74
56_75_ 56_107
78_22_ 117_22
78_ 117
20_59_38_ 20_59_12
80_ 134
12_62_ 12_62
45_32_14_63_0_59_ 45_32_14_70_0_59
48_8_66_5_ 48_8_70_5
19_39_64_49_ 19_39_64_49
23_6_62_15_ 23_6_62_15
24_28_75_22_ 50_28_107_22
4_59_48_ 4_64_48
5_27_51_63_12_ 5_27_51_63_12
27_70_ 27_74
69_ 73
7_68_ 7_105
51_73_ 51_95
75_ 107
65_32_74_56_21_10_49_16_ 65_32_38_56_21_10_49_16
13_24_22_0_64_34_3_45_50_ 13_24_22_50_64_34_3_45_0
78_ 117
44_14_52_49_79_41_50_4_ 44_14_52_49_118_41_50_4
59_78_ 59_117
61_27_20_12_18_50_61_68_27_ 35_27_46_38_18_50_61_73_24
81_ 63
61_8_52_9_63_2_1_32_ 35_8_52_9_70_2_1_32
47_78_ 47_117
1_36_49_69_15_41_48_ 44_36_49_73_15_41_48
33_62_27_35_53_28_33_ 59_62_27_35_53_54_33
81_ 63
54_58_69_46_ 28_32_73_20
56_38_71_8_20_ 56_12_75_8_20
32_38_69_74_55_8_2_ 32_12_73_21_55_8_2
74_ 105
34_17_58_73_23_ 34_17_32_95_23
15_35_32_43_44_80_54_ 15_35_32_43_44_134_54
31_74_40_48_ 31_105_40_48
45_37_63_7_49_ 45_37_63_7_49
38_74_48_ 38_105_48
57_54_14_70_12_53_ 57_54_14_74_12_53
43_49_62_52_38_ 43_49_62_52_12
23_2_5_63_13_ 23_61_5_63_13
40_72_ 40_76
41_74_51_79_55_76_50_ 41_47_51_118_55_18_50
73_ 95
30_7_43_51_34_69_52_61_ 30_7_43_51_34_73_52_61
54_80_1_8_ 54_134_8
16_47_4_55_72_56_ 16_47_4_55_76_56
17_63_ 17_63
3_30_63_54_ 3_30_70_54
39_ 7_107
10_16_71_39_ 10_16_75_39
19_54_27_80_12_18_29_4_32_ 19_54_27_134_12_18_29_4_32
7_28_72_5_ 7_28_76_5
81_ 70
79_22_18_8_13_ 118_22_18_26_13
18_37_1_17_78_43_ 18_37_1_17_117_43
53_20_70_21_ 53_20_74_21
16_29_74_34_ 16_29_105_34
64_41_59_25_8_60_64_11_23_2_ 64_53_59_25_8_60_33_11_23_2
56_67_ 56_107
15_42_71_74_35_14_24_ 15_42_75_21_61_14_24
69_19_39_49_ 73_19_39_49
51_7_67_31_ 51_7_107_31
73_30_ 95_30
42_19_63_58_13_ 42_19_70_58_13
48_75_ 48_107
21_75_ 21_107
35_ 35
47_1_ 47_105
18_38_32_ 18_105_32
30_73_47_ 30_95_47
33_5_ 33_5
71_ 75
69_11_31_19_44_37_ 73_11_31_19_44_37
44_71_ 44_75
30_27_54_76_39_37_ 30_27_54_111_39_37
73_ 95
70_ 74
2_64_71_37_3_0_57_ 2_33_75_37_3_0_57
18_64_80_43_10_ 18_59_134_43_10
74_ 105
73_ 95
74_51_77_65_32_ 21_51_0_65_58
73_ 95
2_73_23_ 2_95_23
47_15_41_52_50_57_65_59_ 47_15_41_52_50_57_65_59
62_78_24_9_33_46_55_5_2_ 15_117_0_9_33_46_55_5_2
6_71_77_36_40_34_29_ 6_75_24_36_40_34_29
56_3_74_60_47_ 56_3_105_60_47
65_ 65
60_69_ 60_73
53_33_80_31_37_ 53_33_134_57_37
49_58_80_35_ 49_32_134_61
25_55_11_72_28_28_ 51_55_11_76_28_54
16_70_21_ 16_74_47
28_26_28_27_76_22_56_ 54_26_28_27_111_22_56
19_44_65_17_ 19_44_65_17
40_51_71_1_ 40_51_75_7
57_59_ 57_64
41_25_30_70_32_16_19_ 41_25_30_74_58_16_19
30_79_ 30_118
45_9_70_25_14_ 45_26_74_25_14
 63
74_5_32_11_ 105_5_58_11
42_64_7_ 42_64_7
30_52_50_79_49_ 30_52_50_118_49
22_79_ 22_118
33_29_65_34_55_16_42_51_2_5_ 33_29_65_34_55_16_42_51_35_5
81_ 63
62_ 62
55_64_ 55_64
39_20_35_79_18_22_32_ 39_46_35_118_18_22_32
11_47_76_22_9_ 11_47_111_22_9
79_ 118
12_ 73
76_ 111
43_76_ 43_111
39_53_66_38_60_0_ 39_53_70_38_60_0
0_73_17_ 0_95_17
32_22_34_55_73_9_47_16_ 32_22_34_55_95_26_47_16
74_ 105
1_47_30_ 1_73_30
74_ 105
52_17_62_12_41_ 52_17_62_38_41
1_78_ 1_117
76_76_46_55_53_15_1_59_ 111_46_55_53_15_1_59
40_58_64_25_33_16_ 40_58_64_25_33_16
55_1_47_57_79_10_11_34_4_ 55_1_47_31_118_10_11_34_4
55_14_78_2_ 55_14_117_35
16_77_4_72_50_29_45_ 16_24_4_76_0_29_45
57_45_60_15_69_31_9_25_53_ 57_45_60_15_73_31_9_51_53
20_68_45_ 46_73_45
4_70_2_7_ 4_74_2_7
44_53_ 44_53
8_62_17_ 8_62_17
22_16_75_25_28_ 22_16_107_51_28
35_58_36_63_20_44_34_ 2_58_36_70_20_44_34
49_42_55_72_7_2_ 49_42_55_76_7_2
48_79_54_ 48_118_54
47_23_70_36_ 47_23_74_36
80_31_37_40_11_ 134_31_37_40_11
77_29_52_71_16_47_ 50_29_52_75_16_47
70_ 74
7_5_60_75_80_1_8_ 7_5_60_107_1_8
78_ 117
16_64_47_4_55_56_ 16_64_47_4_55_56
75_ 107
64_0_70_25_ 33_24_74_25
63_24_ 63_24
54_50_73_53_2_ 54_50_95_53_2
3_5_9_32_65_7_34_4_25_ 3_45_26_32_65_7_34_4_25
19_71_2_ 19_75_2
48_72_ 48_76
29_73_49_ 29_95_49
21_75_26_ 21_107_26
48_12_54_ 48_12_54
33_38_66_17_57_48_ 59_38_111_17_57_48
42_30_75_15_10_ 42_56_107_15_10
6_ 6
49_51_80_12_6_ 49_51_134_12_6
6_43_78_3_35_ 6_43_117_3_35
13_25_62_45_55_ 13_51_62_45_55
80_56_31_10_22_47_3_75_32_6_ 134_56_31_10_22_47_3_7_32_6
6_1_67_52_ 6_21_107_52
19_63_4_1_60_9_ 19_63_4_60_9
76_8_33_ 111_8_33
15_51_62_17_ 15_25_62_17
16_73_ 16_95
29_25_14_63_18_11_13_19_ 29_25_14_63_18_11_13_19
35_62_45_66_59_ 35_15_45_70_59
46_ 20
 73
3_63_74_20_57_36_17_ 3_63_21_20_57_36_17
75_ 107
16_75_2_ 16_107_2
73_ 95
45_41_9_78_7_17_20_ 45_41_9_117_7_17_20
24_16_78_41_ 50_16_117_41
30_18_80_1_0_ 30_18_134_0
1_80_1_ 134
49_70_ 49_74
49_63_44_ 49_63_44
81_ 63
73_ 95
75_ 107
11_ 11
69_ 73
70_ 74
47_ 63
43_41_47_55_ 43_41_73_55
21_53_76_39_ 21_53_111_39
72_ 76
18_54_76_25_ 18_54_111_25
52_63_25_ 52_70_25
73_ 95
71_ 75
33_21_ 33_73
52_1_70_16_38_ 52_1_74_16_12
23_30_26_71_32_44_77_ 23_30_26_75_32_44_24
54_2_78_2_26_14_41_44_ 54_2_117_61_26_14_41_44
30_18_64_53_ 30_18_64_53
22_16_ 22_16
45_1_1_14_ 45_134_14
6_78_50_38_48_ 6_117_24_12_48
27_62_34_25_25_ 27_62_34_51_25
53_29_74_14_ 53_29_105_14
63_44_ 63_44
15_70_ 15_74
41_44_ 41_76
3_44_70_48_19_4_ 3_44_74_48_19_4
56_78_13_ 56_117_13
27_26_6_64_20_56_42_ 27_26_6_64_46_56_42
29_79_49_ 29_118_49
33_79_ 59_118
26_39_30_79_59_8_ 26_39_30_118_59_8
19_ 19
20_65_24_ 20_65_24
44_75_14_49_ 44_107_14_49
63_45_38_2_0_ 63_45_38_2_50
8_54_23_76_49_25_ 8_54_23_111_49_25
69_24_15_14_58_30_ 73_24_15_14_58_30
14_70_48_ 14_74_48
5_26_0_47_41_72_14_ 5_26_24_47_41_76_14
25_2_2_7_33_77_28_50_ 25_2_35_7_107_6_54_50
64_61_44_64_4_23_11_ 33_35_44_64_4_23_11
81_ 63
59_ 64
7_36_74_49_52_13_35_66_28_59_ 7_36_38_49_52_13_35_70_28_59
60_26_30_72_23_ 60_26_30_76_23
61_49_79_5_10_ 61_49_118_5_10
42_62_ 42_62
50_76_32_ 0_111_32
72_15_ 76_15
72_ 76
76_31_22_61_ 111_31_22_61
51_70_ 51_74
1_53_4_23_ 70_53_4_23
5_51_0_80_51_7_ 5_25_24_134_51_7
11_64_36_21_ 11_64_36_21
33_14_29_20_24_19_40_71_33_ 59_14_29_20_24_19_40_75_33
2_73_23_1_41_2_ 35_95_23_1_41_2
31_79_51_ 31_118_51
11_51_73_51_38_ 11_25_95_51_12
65_14_4_ 117_14_4
76_ 111
36_44_62_1_26_ 36_44_62_21_26
21_16_56_76_9_2_ 1_16_30_111_9_2
65_6_0_8_ 65_6_24_8
79_1_27_20_64_39_51_15_61_ 118_1_60_20_33_39_51_15_61
78_ 117
23_30_26_70_32_44_0_ 23_30_26_74_32_44_24
34_17_71_38_ 34_17_75_12
19_48_31_70_57_42_43_ 19_48_31_74_57_42_43
10_16_71_39_ 10_16_75_39
72_ 76
65_ 65
44_31_41_53_15_5_75_39_ 44_31_41_53_15_5_107_39
18_51_54_68_34_14_ 18_25_28_73_34_14
9_62_42_ 9_62_42
16_76_8_27_41_ 16_111_8_27_41
5_18_64_26_ 5_18_64_26
15_32_74_27_ 15_58_105_27
18_11_64_41_ 18_11_64_41
40_61_80_20_58_59_ 40_61_134_20_58_33
52_5_19_ 52_5_18
31_ 70
31_68_ 31_73
59_ 64
14_62_ 14_62
30_2_57_7_65_32_45_47_ 30_2_57_7_65_32_45_47
45_2_77_58_80_11_18_49_14_ 45_61_50_58_134_11_18_49_14
44_65_58_ 44_65_32
65_ 65
11_13_21_22_69_19_30_ 11_43_21_22_73_19_30
79_22_18_26_13_ 118_22_18_26_13
6_78_17_56_ 6_117_17_56
57_31_34_76_53_55_ 57_31_34_111_53_55
22_38_63_74_19_ 22_12_70_47_19
30_4_32_65_60_31_25_10_28_ 30_4_32_65_60_31_51_10_28
19_27_79_13_41_ 19_27_118_13_41
36_40_ 36_40
34_65_17_12_ 34_65_17_12
33_ 64
15_70_ 15_74
30_73_ 30_95
42_72_25_ 42_76_51
29_51_ 29_51
18_78_17_ 18_117_17
44_31_41_53_15_5_67_39_ 44_31_41_53_15_5_107_39
75_ 107
4_18_40_62_16_ 4_18_40_62_16
29_37_18_64_36_54_ 29_37_18_64_36_28
48_67_51_1_69_15_ 48_7_25_21_73_15
37_29_75_28_42_ 37_29_107_28_42
33_29_52_73_11_40_ 33_29_52_95_11_40
64_3_79_29_13_ 33_3_118_29_13
45_19_8_76_56_33_25_ 45_19_8_111_56_33_25
29_68_60_27_ 29_73_60_27
5_14_76_7_ 5_14_111_7
11_70_ 11_74
54_65_15_57_17_32_ 54_65_15_57_17_32
35_58_66_20_7_30_2_43_ 35_58_70_20_7_30_61_43
62_ 62
6_63_35_ 6_63_35
63_45_15_7_33_25_30_ 63_45_15_7_33_25_56
19_2_13_64_25_9_73_61_ 19_2_13_59_25_9_95_35
48_73_26_16_9_ 48_95_26_16_9
35_70_57_ 61_74_31
7_70_ 74
48_34_22_74_19_ 48_34_22_105_19
45_74_15_ 45_105_15
53_43_51_77_23_70_5_8_34_ 53_43_51_50_23_74_15_8_34
70_ 74
43_5_64_57_ 43_5_64_57
48_30_1_71_33_30_18_ 48_23_1_75_59_56_18
33_15_ 33_15
10_20_11_30_35_ 10_20_11_30_35
3_38_74_21_70_60_57_51_80_ 3_38_12_47_74_60_57_25_1
16_51_72_34_4_ 9_51_76_34_4
1_78_ 1_117
19_70_ 19_74
0_62_ 24_62
72_ 76
80_ 134
10_31_72_22_8_ 10_31_76_22_8
45_15_61_14_71_50_52_69_ 45_15_61_14_75_0_52_47
33_47_ 64_47
22_70_ 22_74
59_69_58_ 59_73_32
47_ 105
73_ 95
76_1_ 111
49_10_19_24_78_45_23_3_ 49_10_19_117_45_23_3
71_ 75
0_76_28_ 50_111_28
34_31_14_75_64_23_77_40_ 34_31_14_107_59_23_24_40
21_ 105
40_5_23_27_79_58_49_61_ 40_5_23_31_118_58_49_61
45_40_42_20_65_26_69_0_5_ 45_40_42_46_65_26_21_50_5
27_58_62_51_ 27_58_62_51
58_41_66_27_ 58_41_70_27
52_61_31_62_6_ 52_61_31_62_6
59_ 64
76_ 111
42_5_10_9_51_30_28_71_52_ 42_5_10_9_51_30_54_75_52
14_47_31_ 14_73_57
3_1_ 3_70
76_18_64_6_0_ 111_18_33_6_50
55_54_39_78_8_33_ 55_54_39_117_8_33
48_78_25_79_1_15_ 48_7_25_118_21_15
73_16_29_ 95_16_29
14_5_74_18_32_ 14_5_105_18_32
70_ 74
68_28_43_ 73_54_43
12_77_57_ 12_70_31
26_72_ 26_76
76_ 111
37_19_73_43_ 37_19_95_43
21_29_2_34_59_25_ 21_29_117_25
4_8_78_44_26_ 4_8_117_44_26
26_25_47_51_ 26_25_73_51
39_30_75_38_11_ 39_30_107_12_11
25_13_3_62_2_34_ 51_13_3_62_2_34
1_ 21
47_63_ 47_63
44_78_ 44_117
14_37_62_33_40_44_19_38_ 14_37_62_59_40_44_19_38
72_ 76
32_39_76_15_55_ 32_39_111_15_55
39_23_64_1_ 39_23_64_1
